category,name,type,url,size_text,downloaded,local_file
TAQ CLOSING PRICES,EQY_US_NYSE_SUM_CLOSE_20260105.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20CLOSING%20PRICES/EQY_US_NYSE_SUM_CLOSE_20260105.xls,2268160,False,
TAQ CLOSING PRICES,EQY_US_NYSE_SUM_CLOSE_20260105.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20CLOSING%20PRICES/EQY_US_NYSE_SUM_CLOSE_20260105.xml,4610063,False,
TAQ GOTC BBO FEED,EQY_US_GOTC_IBF_20220510.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_GOTC_IBF_20220510.gz,659057780,False,
TAQ GOTC BBO FEED,EQY_US_GOTC_IBF_20221003.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_GOTC_IBF_20221003.gz,446178322,False,
TAQ GOTC BBO FEED,EQY_US_GOTC_IBF_20221004.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_GOTC_IBF_20221004.gz,505335675,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_1_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_1_BBO_20260102.gz,114165322,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_1_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_1_BBO_20260105.gz,97017466,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_1_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_1_TRADES_20260102.gz,1125674,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_1_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_1_TRADES_20260105.gz,1440037,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_2_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_2_BBO_20260102.gz,97465086,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_2_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_2_BBO_20260105.gz,84832568,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_2_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_2_TRADES_20260102.gz,923784,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_2_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_2_TRADES_20260105.gz,1291482,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_3_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_3_BBO_20260102.gz,105256470,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_3_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_3_BBO_20260105.gz,94284757,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_3_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_3_TRADES_20260102.gz,1103089,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_3_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_3_TRADES_20260105.gz,1153631,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_4_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_4_BBO_20260102.gz,112013197,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_4_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_4_BBO_20260105.gz,88269318,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_4_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_4_TRADES_20260102.gz,923945,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_4_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_4_TRADES_20260105.gz,927270,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_5_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_5_BBO_20260102.gz,63427388,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_5_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_5_BBO_20260105.gz,58770267,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_5_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_5_TRADES_20260102.gz,750066,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_5_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_5_TRADES_20260105.gz,973622,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_6_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_6_BBO_20260102.gz,65953073,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_6_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_6_BBO_20260105.gz,60052299,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_6_TRADES_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_6_TRADES_20260102.gz,900547,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_6_TRADES_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_6_TRADES_20260105.gz,942502,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_BBO_1_20231002.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_BBO_1_20231002.gz,397446946,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_BBO_1_20231003.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_BBO_1_20231003.gz,391626901,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_BBO_2_20231002.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_BBO_2_20231002.gz,486004120,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_AMEX_BBO_2_20231003.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_AMEX_BBO_2_20231003.gz,481495215,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_GOTC_BBO_20260102.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_GOTC_BBO_20260102.gz,37679906,False,
TAQ GOTC BBO FEED,EQY_US_TAQ_GOTC_BBO_20260105.gz,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GOTC%20BBO%20FEED/EQY_US_TAQ_GOTC_BBO_20260105.gz,44480611,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh201910.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh201910.zip,10359191,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202008.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202008.zip,38115804,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202009.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202009.zip,44429623,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202010.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202010.zip,44854543,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202101.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202101.zip,46600030,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202107.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202107.zip,40426070,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202201.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202201.zip,56448295,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202203.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202203.zip,73273193,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202207.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202207.zip,38264225,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202301.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202301.zip,31592572,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202401.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202401.zip,30444223,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202407.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202407.zip,27355804,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202501.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202501.zip,23942300,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,AMEXsh202507.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/AMEXsh202507.zip,29495852,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh201910.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh201910.zip,206004781,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202008.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202008.zip,538295661,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202009.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202009.zip,604382065,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202010.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202010.zip,527646211,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202101.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202101.zip,647488361,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202107.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202107.zip,592619847,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202201.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202201.zip,794502319,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202203.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202203.zip,959888995,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202207.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202207.zip,600389623,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202301.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202301.zip,594958949,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202401.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202401.zip,651390067,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202407.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202407.zip,643576602,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202501.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202501.zip,687418376,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAsh202507.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAsh202507.zip,978706675,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221003.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221003.txt,291158,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221003.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221003.xls,1235968,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221003.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221003.xml,1972266,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221004.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221004.txt,292376,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221004.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221004.xls,1237504,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,ARCAshvol20221004.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/ARCAshvol20221004.xml,1973822,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221003.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221003.txt,155087,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221003.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221003.xls,681984,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221003.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221003.xml,1111354,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221004.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221004.txt,157066,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221004.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221004.xls,691200,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Amexshvol20221004.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Amexshvol20221004.xml,1126684,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221003.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221003.txt,104336,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221003.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221003.xls,465408,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221003.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221003.xml,755727,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221004.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221004.txt,106784,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221004.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221004.xls,474624,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Chicagoshvol20221004.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Chicagoshvol20221004.xml,770850,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh201910.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh201910.zip,375337691,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202008.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202008.zip,600357419,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202009.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202009.zip,711380979,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202010.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202010.zip,654211671,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202101.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202101.zip,752790441,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202107.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202107.zip,717689384,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202201.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202201.zip,952876169,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202203.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202203.zip,1163919442,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202207.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202207.zip,817555508,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202301.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202301.zip,742151283,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202401.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202401.zip,793602739,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202407.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202407.zip,758820989,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202501.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202501.zip,711356854,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEsh202507.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEsh202507.zip,919991340,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221003.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221003.txt,232473,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221003.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221003.xls,973824,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221003.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221003.xml,1542119,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221004.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221004.txt,231727,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221004.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221004.xls,969728,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,NYSEshvol20221004.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/NYSEshvol20221004.xml,1534613,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221003.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221003.txt,163626,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221003.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221003.xls,720384,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221003.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221003.xml,1166368,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221004.txt,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221004.txt,165592,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221004.xls,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221004.xls,729088,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,Nationalshvol20221004.xml,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/Nationalshvol20221004.xml,1182868,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,chicagosh201910.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/chicagosh201910.zip,2241,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,chicagosh202008.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/chicagosh202008.zip,2265380,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,chicagosh202009.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/chicagosh202009.zip,2594735,False,
TAQ GROUP SHORT SALES & SHORT VOLUME,chicagosh202010.zip,file,https://ftp.nyse.com/Historical%20Data%20Samples/TAQ%20GROUP%20SHORT%20SALES%20%26%20SHORT%20VOLUME/chicagosh202010.zip,2762885,False,
