config_id,bar,feature_set,n_features,fit_scope,method,n_components,task,probe,metric,value,fit_seconds,n_eval,timestamp
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_depth_collapse,logistic,auc,0.5717,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_depth_collapse,knn,auc,0.5557,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_spread_widen,logistic,auc,0.5453,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_spread_widen,knn,auc,0.5432,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_vol_spike,logistic,auc,0.7684,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,lab_vol_spike,knn,auc,0.845,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_fwdvol,ridge,r2,0.2291,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_fwdvol,knn,r2,0.4728,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_curvol,ridge,r2,0.21,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_curvol,knn,r2,0.4321,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_relspread,ridge,r2,0.3282,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_relspread,knn,r2,0.4808,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_intraday,ridge,r2,0.0054,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|KernelPCA_rbf,5s,flow,7,pooled,KernelPCA_rbf,5,reg_intraday,knn,r2,0.0127,0.2,8000,2026-06-03 01:43:38
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_stress,logistic,auc,0.6697,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_stress,knn,auc,0.7086,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_depth_collapse,logistic,auc,0.5812,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_depth_collapse,knn,auc,0.5411,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_spread_widen,logistic,auc,0.4984,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_spread_widen,knn,auc,0.5444,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_vol_spike,logistic,auc,0.8279,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,lab_vol_spike,knn,auc,0.847,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_fwdvol,ridge,r2,0.3693,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_fwdvol,knn,r2,0.487,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_curvol,ridge,r2,0.3435,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_curvol,knn,r2,0.4446,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_relspread,ridge,r2,0.4039,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_relspread,knn,r2,0.4803,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_intraday,ridge,r2,0.0119,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn10,5s,flow,7,pooled,Isomap_nn10,5,reg_intraday,knn,r2,0.0041,1.5,8000,2026-06-03 01:43:40
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_stress,logistic,auc,0.6696,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_stress,knn,auc,0.7217,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_depth_collapse,logistic,auc,0.5818,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_depth_collapse,knn,auc,0.5536,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_spread_widen,logistic,auc,0.5246,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_spread_widen,knn,auc,0.5416,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_vol_spike,logistic,auc,0.8227,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,lab_vol_spike,knn,auc,0.8493,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_fwdvol,ridge,r2,0.3536,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_fwdvol,knn,r2,0.494,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_curvol,ridge,r2,0.3273,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_curvol,knn,r2,0.4512,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_relspread,ridge,r2,0.3854,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_relspread,knn,r2,0.49,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_intraday,ridge,r2,0.0122,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|Isomap_nn30,5s,flow,7,pooled,Isomap_nn30,5,reg_intraday,knn,r2,0.0185,2.52,8000,2026-06-03 01:43:43
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_stress,logistic,auc,0.672,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_stress,knn,auc,0.7204,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_depth_collapse,logistic,auc,0.576,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_depth_collapse,knn,auc,0.5639,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_spread_widen,logistic,auc,0.5133,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_spread_widen,knn,auc,0.5412,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_vol_spike,logistic,auc,0.8205,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,lab_vol_spike,knn,auc,0.8454,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_fwdvol,ridge,r2,0.3465,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_fwdvol,knn,r2,0.4808,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_curvol,ridge,r2,0.3202,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_curvol,knn,r2,0.4406,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_relspread,ridge,r2,0.2735,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_relspread,knn,r2,0.4647,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_intraday,ridge,r2,0.0132,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|LLE,5s,flow,7,pooled,LLE,5,reg_intraday,knn,r2,0.0006,0.4,8000,2026-06-03 01:43:44
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_stress,logistic,auc,0.614,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_stress,knn,auc,0.7075,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_depth_collapse,logistic,auc,0.571,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_depth_collapse,knn,auc,0.5545,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_spread_widen,logistic,auc,0.5013,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_spread_widen,knn,auc,0.5445,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_vol_spike,logistic,auc,0.6781,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,lab_vol_spike,knn,auc,0.8456,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_fwdvol,ridge,r2,0.0995,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_fwdvol,knn,r2,0.4814,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_curvol,ridge,r2,0.0959,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_curvol,knn,r2,0.4401,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_relspread,ridge,r2,0.2363,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_relspread,knn,r2,0.4773,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_intraday,ridge,r2,0.0071,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn15,5s,flow,7,pooled,UMAP_nn15,5,reg_intraday,knn,r2,-0.001,17.92,8000,2026-06-03 01:44:02
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_stress,logistic,auc,0.541,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_stress,knn,auc,0.7118,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_depth_collapse,logistic,auc,0.5037,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_depth_collapse,knn,auc,0.5476,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_spread_widen,logistic,auc,0.5152,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_spread_widen,knn,auc,0.552,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_vol_spike,logistic,auc,0.5464,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,lab_vol_spike,knn,auc,0.8495,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_fwdvol,ridge,r2,0.0177,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_fwdvol,knn,r2,0.4858,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_curvol,ridge,r2,0.018,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_curvol,knn,r2,0.4425,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_relspread,ridge,r2,0.0027,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_relspread,knn,r2,0.4837,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_intraday,ridge,r2,-0.0002,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|UMAP_nn50,5s,flow,7,pooled,UMAP_nn50,5,reg_intraday,knn,r2,0.004,19.4,8000,2026-06-03 01:44:22
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_stress,logistic,auc,0.6505,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_stress,knn,auc,0.7141,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_depth_collapse,logistic,auc,0.5742,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_depth_collapse,knn,auc,0.5568,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_spread_widen,logistic,auc,0.5423,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_spread_widen,knn,auc,0.5321,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_vol_spike,logistic,auc,0.808,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,lab_vol_spike,knn,auc,0.8418,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_fwdvol,ridge,r2,0.2799,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_fwdvol,knn,r2,0.4778,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_curvol,ridge,r2,0.2521,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_curvol,knn,r2,0.4336,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_relspread,ridge,r2,0.3012,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_relspread,knn,r2,0.4774,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_intraday,ridge,r2,0.0127,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a1.0,5s,flow,7,pooled,Diffusion_a1.0,5,reg_intraday,knn,r2,0.0138,1.62,8000,2026-06-03 01:44:24
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_stress,logistic,auc,0.661,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_stress,knn,auc,0.7152,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_depth_collapse,logistic,auc,0.5841,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_depth_collapse,knn,auc,0.5571,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_spread_widen,logistic,auc,0.5383,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_spread_widen,knn,auc,0.5502,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_vol_spike,logistic,auc,0.8198,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,lab_vol_spike,knn,auc,0.8465,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_fwdvol,ridge,r2,0.3781,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_fwdvol,knn,r2,0.4847,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_curvol,ridge,r2,0.3431,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_curvol,knn,r2,0.4427,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_relspread,ridge,r2,0.4197,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_relspread,knn,r2,0.4868,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_intraday,ridge,r2,0.0123,1.63,8000,2026-06-03 01:44:26
A|5s|flow|nc5|Diffusion_a0.5,5s,flow,7,pooled,Diffusion_a0.5,5,reg_intraday,knn,r2,0.0139,1.63,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_stress,logistic,auc,0.7605,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_stress,knn,auc,0.7575,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_depth_collapse,logistic,auc,0.6893,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_depth_collapse,knn,auc,0.6873,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_spread_widen,logistic,auc,0.6862,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_spread_widen,knn,auc,0.6801,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_vol_spike,logistic,auc,0.9646,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,lab_vol_spike,knn,auc,0.9619,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_fwdvol,ridge,r2,0.7704,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_fwdvol,knn,r2,0.8563,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_curvol,ridge,r2,0.8468,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_curvol,knn,r2,0.9718,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_relspread,ridge,r2,0.3066,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_relspread,knn,r2,0.4756,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_intraday,ridge,r2,0.0854,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|PCA,5s,dynamics,4,pooled,PCA,2,reg_intraday,knn,r2,0.0613,0.0,8000,2026-06-03 01:44:26
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_stress,logistic,auc,0.7412,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_stress,knn,auc,0.7478,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_depth_collapse,logistic,auc,0.7159,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_depth_collapse,knn,auc,0.7211,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_spread_widen,logistic,auc,0.5771,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_spread_widen,knn,auc,0.5802,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_vol_spike,logistic,auc,0.9529,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,lab_vol_spike,knn,auc,0.9581,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_fwdvol,ridge,r2,0.6641,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_fwdvol,knn,r2,0.8163,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_curvol,ridge,r2,0.7341,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_curvol,knn,r2,0.896,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_relspread,ridge,r2,0.3676,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_relspread,knn,r2,0.4353,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_intraday,ridge,r2,0.0489,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|KernelPCA_rbf,5s,dynamics,4,pooled,KernelPCA_rbf,2,reg_intraday,knn,r2,0.0555,0.19,8000,2026-06-03 01:44:27
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_stress,logistic,auc,0.5014,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_stress,knn,auc,0.7142,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_depth_collapse,logistic,auc,0.7124,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_depth_collapse,knn,auc,0.7252,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_spread_widen,logistic,auc,0.7194,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_spread_widen,knn,auc,0.7026,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_vol_spike,logistic,auc,0.5272,1.56,8000,2026-06-03 01:44:28
A|5s|dynamics|nc2|Isomap_nn10,5s,dynamics,4,pooled,Isomap_nn10,2,lab_vol_spike,knn,auc,0.885,1.56,8000,2026-06-03 01:44:28
