perplexity,geodesic_rho,eucl_r2,fit_seconds
5,0.8001385325025522,0.7166336202660528,5.8725950717926025
15,0.8296474844053898,0.7169571217885369,6.676591157913208
30,0.8444738873065857,0.716576515595296,7.553171157836914
50,0.8499190183250332,0.7171154537419298,8.235561847686768
100,0.8560998396612937,0.7211601520293793,9.815481901168823
